"Tabela 10295 - Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), valor do rendimento domiciliar mensal per capita, médio e mediano, por sexo, cor ou raça e grupos de idade"
"Variável - Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) (Reais)"
"Nível";"Cód.";"Município";"Grupo de idade";"Ano x Sexo x Cor ou raça"
"Nível";"Cód.";"Município";"Grupo de idade";"2022"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"MU";"3202504";"Ibiraçu (ES)";"Total";"1466,20"
"MU";"3202553";"Ibitirama (ES)";"Total";"941,80"
"MU";"3202603";"Iconha (ES)";"Total";"1398,56"
"MU";"3202652";"Irupi (ES)";"Total";"1269,82"
"MU";"3202702";"Itaguaçu (ES)";"Total";"1255,55"
"MU";"3202801";"Itapemirim (ES)";"Total";"1072,13"
"MU";"3202900";"Itarana (ES)";"Total";"1524,80"
"MU";"3203007";"Iúna (ES)";"Total";"1187,08"
"MU";"3203056";"Jaguaré (ES)";"Total";"1288,05"
"MU";"3203106";"Jerônimo Monteiro (ES)";"Total";"1357,18"
"MU";"3203130";"João Neiva (ES)";"Total";"1585,86"
"MU";"3203163";"Laranja da Terra (ES)";"Total";"1256,48"
"MU";"3203205";"Linhares (ES)";"Total";"1472,50"
"MU";"3203304";"Mantenópolis (ES)";"Total";"1099,96"
"MU";"3203320";"Marataízes (ES)";"Total";"1247,27"
"MU";"3203346";"Marechal Floriano (ES)";"Total";"1433,67"
"MU";"3203353";"Marilândia (ES)";"Total";"1480,41"
"MU";"3203403";"Mimoso do Sul (ES)";"Total";"1139,00"
"MU";"3203502";"Montanha (ES)";"Total";"1129,12"
"MU";"3203601";"Mucurici (ES)";"Total";"1025,33"
"MU";"3203700";"Muniz Freire (ES)";"Total";"1075,20"
"MU";"3203809";"Muqui (ES)";"Total";"1359,97"
"MU";"3203908";"Nova Venécia (ES)";"Total";"1462,06"
"MU";"3204005";"Pancas (ES)";"Total";"1188,19"
"MU";"3204054";"Pedro Canário (ES)";"Total";"1091,36"
"MU";"3204104";"Pinheiros (ES)";"Total";"1123,49"
"MU";"3204203";"Piúma (ES)";"Total";"1247,95"
"MU";"3204252";"Ponto Belo (ES)";"Total";"900,20"
"MU";"3204302";"Presidente Kennedy (ES)";"Total";"1101,94"
"MU";"3204351";"Rio Bananal (ES)";"Total";"1231,12"
"MU";"3204401";"Rio Novo do Sul (ES)";"Total";"1277,89"
"MU";"3204500";"Santa Leopoldina (ES)";"Total";"1155,17"
"MU";"3204559";"Santa Maria de Jetibá (ES)";"Total";"1374,43"
"MU";"3204609";"Santa Teresa (ES)";"Total";"1744,55"
"MU";"3204658";"São Domingos do Norte (ES)";"Total";"1228,15"
"MU";"3204708";"São Gabriel da Palha (ES)";"Total";"1370,65"
"MU";"3204807";"São José do Calçado (ES)";"Total";"1293,72"
"MU";"3204906";"São Mateus (ES)";"Total";"1400,64"
"MU";"3204955";"São Roque do Canaã (ES)";"Total";"1243,74"
"MU";"3205002";"Serra (ES)";"Total";"1541,03"
"MU";"3205010";"Sooretama (ES)";"Total";"1154,25"
"MU";"3205036";"Vargem Alta (ES)";"Total";"1316,67"
"MU";"3205069";"Venda Nova do Imigrante (ES)";"Total";"1683,88"
"MU";"3205101";"Viana (ES)";"Total";"1186,66"
"MU";"3205150";"Vila Pavão (ES)";"Total";"1069,92"
"MU";"3205176";"Vila Valério (ES)";"Total";"1199,07"
"MU";"3205200";"Vila Velha (ES)";"Total";"2232,27"
"MU";"3205309";"Vitória (ES)";"Total";"3351,64"
"MU";"3300100";"Angra dos Reis (RJ)";"Total";"1463,14"
"MU";"3300159";"Aperibé (RJ)";"Total";"1360,14"
"MU";"3300209";"Araruama (RJ)";"Total";"1311,77"
"MU";"3300225";"Areal (RJ)";"Total";"1352,93"
"MU";"3300233";"Armação dos Búzios (RJ)";"Total";"1619,56"
"MU";"3300258";"Arraial do Cabo (RJ)";"Total";"1466,08"
"MU";"3300308";"Barra do Piraí (RJ)";"Total";"1422,60"
"MU";"3300407";"Barra Mansa (RJ)";"Total";"1407,80"
"MU";"3300456";"Belford Roxo (RJ)";"Total";"915,03"
"MU";"3300506";"Bom Jardim (RJ)";"Total";"1392,13"
"MU";"3300605";"Bom Jesus do Itabapoana (RJ)";"Total";"1537,40"
"MU";"3300704";"Cabo Frio (RJ)";"Total";"1549,33"
"MU";"3300803";"Cachoeiras de Macacu (RJ)";"Total";"1212,66"
"MU";"3300902";"Cambuci (RJ)";"Total";"1315,25"
"MU";"3300936";"Carapebus (RJ)";"Total";"1132,90"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Total";"1127,61"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Total";"1385,75"
"MU";"3301108";"Cantagalo (RJ)";"Total";"1207,29"
"MU";"3301157";"Cardoso Moreira (RJ)";"Total";"1077,50"
"MU";"3301207";"Carmo (RJ)";"Total";"1309,80"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Total";"1378,38"
"MU";"3301405";"Conceição de Macabu (RJ)";"Total";"1267,02"
"MU";"3301504";"Cordeiro (RJ)";"Total";"1414,42"
"MU";"3301603";"Duas Barras (RJ)";"Total";"1155,27"
"MU";"3301702";"Duque de Caxias (RJ)";"Total";"1100,31"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Total";"1284,42"
"MU";"3301850";"Guapimirim (RJ)";"Total";"1197,43"
"MU";"3301876";"Iguaba Grande (RJ)";"Total";"1526,99"
"MU";"3301900";"Itaboraí (RJ)";"Total";"1101,64"
"MU";"3302007";"Itaguaí (RJ)";"Total";"1199,57"
"MU";"3302056";"Italva (RJ)";"Total";"1227,13"
"MU";"3302106";"Itaocara (RJ)";"Total";"1421,51"
"MU";"3302205";"Itaperuna (RJ)";"Total";"1520,46"
"MU";"3302254";"Itatiaia (RJ)";"Total";"1527,73"
"MU";"3302270";"Japeri (RJ)";"Total";"786,34"
"MU";"3302304";"Laje do Muriaé (RJ)";"Total";"1145,60"
"MU";"3302403";"Macaé (RJ)";"Total";"1876,38"
"MU";"3302452";"Macuco (RJ)";"Total";"1289,93"
"MU";"3302502";"Magé (RJ)";"Total";"1036,31"
"MU";"3302601";"Mangaratiba (RJ)";"Total";"1501,02"
"MU";"3302700";"Maricá (RJ)";"Total";"1707,99"
"MU";"3302809";"Mendes (RJ)";"Total";"1399,30"
"MU";"3302858";"Mesquita (RJ)";"Total";"1115,94"
"MU";"3302908";"Miguel Pereira (RJ)";"Total";"1784,00"
"MU";"3303005";"Miracema (RJ)";"Total";"1414,60"
"MU";"3303104";"Natividade (RJ)";"Total";"1393,71"
"MU";"3303203";"Nilópolis (RJ)";"Total";"1298,90"
"MU";"3303302";"Niterói (RJ)";"Total";"3577,32"
"MU";"3303401";"Nova Friburgo (RJ)";"Total";"1757,65"
"MU";"3303500";"Nova Iguaçu (RJ)";"Total";"1102,46"
"MU";"3303609";"Paracambi (RJ)";"Total";"1349,13"
"MU";"3303708";"Paraíba do Sul (RJ)";"Total";"1216,57"
"MU";"3303807";"Paraty (RJ)";"Total";"1639,12"
"MU";"3303856";"Paty do Alferes (RJ)";"Total";"1210,31"
"MU";"3303906";"Petrópolis (RJ)";"Total";"1822,76"
"MU";"3303955";"Pinheiral (RJ)";"Total";"1366,90"
"MU";"3304003";"Piraí (RJ)";"Total";"1462,21"
"MU";"3304102";"Porciúncula (RJ)";"Total";"1404,53"
"MU";"3304110";"Porto Real (RJ)";"Total";"1237,94"
"MU";"3304128";"Quatis (RJ)";"Total";"1274,65"
"MU";"3304144";"Queimados (RJ)";"Total";"958,95"
"MU";"3304151";"Quissamã (RJ)";"Total";"1108,09"
"MU";"3304201";"Resende (RJ)";"Total";"1881,11"
"MU";"3304300";"Rio Bonito (RJ)";"Total";"1407,84"
"MU";"3304409";"Rio Claro (RJ)";"Total";"1232,33"
"MU";"3304508";"Rio das Flores (RJ)";"Total";"1181,25"
"MU";"3304524";"Rio das Ostras (RJ)";"Total";"1840,11"
"MU";"3304557";"Rio de Janeiro (RJ)";"Total";"2515,32"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Total";"1337,53"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Total";"1308,22"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Total";"939,48"
"MU";"3304805";"São Fidélis (RJ)";"Total";"1296,11"
"MU";"3304904";"São Gonçalo (RJ)";"Total";"1209,50"
"MU";"3305000";"São João da Barra (RJ)";"Total";"985,72"
"MU";"3305109";"São João de Meriti (RJ)";"Total";"1042,94"
"MU";"3305133";"São José de Ubá (RJ)";"Total";"1150,71"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"1203,03"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Total";"1462,39"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Total";"1123,79"
"MU";"3305406";"Sapucaia (RJ)";"Total";"1246,50"
"MU";"3305505";"Saquarema (RJ)";"Total";"1491,00"
"MU";"3305554";"Seropédica (RJ)";"Total";"1181,47"
"MU";"3305604";"Silva Jardim (RJ)";"Total";"1042,66"
"MU";"3305703";"Sumidouro (RJ)";"Total";"1223,03"
"MU";"3305752";"Tanguá (RJ)";"Total";"959,96"
"MU";"3305802";"Teresópolis (RJ)";"Total";"1860,47"
"MU";"3305901";"Trajano de Moraes (RJ)";"Total";"1120,83"
"MU";"3306008";"Três Rios (RJ)";"Total";"1438,62"
"MU";"3306107";"Valença (RJ)";"Total";"1443,99"
"MU";"3306156";"Varre-Sai (RJ)";"Total";"1108,62"
"MU";"3306206";"Vassouras (RJ)";"Total";"1519,05"
"MU";"3306305";"Volta Redonda (RJ)";"Total";"1787,91"
"MU";"3500105";"Adamantina (SP)";"Total";"1868,26"
"MU";"3500204";"Adolfo (SP)";"Total";"1514,80"
"MU";"3500303";"Aguaí (SP)";"Total";"1321,67"
"MU";"3500402";"Águas da Prata (SP)";"Total";"1684,99"
"MU";"3500501";"Águas de Lindóia (SP)";"Total";"1742,52"
"MU";"3500550";"Águas de Santa Bárbara (SP)";"Total";"1946,69"
"MU";"3500600";"Águas de São Pedro (SP)";"Total";"2932,68"
"MU";"3500709";"Agudos (SP)";"Total";"1590,76"
"MU";"3500758";"Alambari (SP)";"Total";"1317,23"
"MU";"3500808";"Alfredo Marcondes (SP)";"Total";"1485,42"
"MU";"3500907";"Altair (SP)";"Total";"1313,69"
"MU";"3501004";"Altinópolis (SP)";"Total";"1391,26"
"MU";"3501103";"Alto Alegre (SP)";"Total";"1349,61"
"MU";"3501152";"Alumínio (SP)";"Total";"1523,42"
"MU";"3501202";"Álvares Florence (SP)";"Total";"1429,27"
"MU";"3501301";"Álvares Machado (SP)";"Total";"1462,07"
"MU";"3501400";"Álvaro de Carvalho (SP)";"Total";"1137,02"
"MU";"3501509";"Alvinlândia (SP)";"Total";"1203,52"
"MU";"3501608";"Americana (SP)";"Total";"2358,27"
"MU";"3501707";"Américo Brasiliense (SP)";"Total";"1233,06"
"MU";"3501806";"Américo de Campos (SP)";"Total";"1580,65"
"MU";"3501905";"Amparo (SP)";"Total";"1986,75"
"MU";"3502002";"Analândia (SP)";"Total";"1677,47"
"MU";"3502101";"Andradina (SP)";"Total";"1774,02"
"MU";"3502200";"Angatuba (SP)";"Total";"1526,22"
"MU";"3502309";"Anhembi (SP)";"Total";"1188,66"
"MU";"3502408";"Anhumas (SP)";"Total";"1409,42"
"MU";"3502507";"Aparecida (SP)";"Total";"1468,76"
"MU";"3502606";"Aparecida d'Oeste (SP)";"Total";"1418,94"
"MU";"3502705";"Apiaí (SP)";"Total";"1148,15"
"MU";"3502754";"Araçariguama (SP)";"Total";"1464,76"
"MU";"3502804";"Araçatuba (SP)";"Total";"2088,68"
"MU";"3502903";"Araçoiaba da Serra (SP)";"Total";"1993,37"
"MU";"3503000";"Aramina (SP)";"Total";"1628,68"
"MU";"3503109";"Arandu (SP)";"Total";"1251,83"
"MU";"3503158";"Arapeí (SP)";"Total";"1149,76"
"MU";"3503208";"Araraquara (SP)";"Total";"2128,11"
"MU";"3503307";"Araras (SP)";"Total";"1910,50"
"MU";"3503356";"Arco-Íris (SP)";"Total";"1178,32"
"MU";"3503406";"Arealva (SP)";"Total";"1731,53"
"MU";"3503505";"Areias (SP)";"Total";"1093,27"
"MU";"3503604";"Areiópolis (SP)";"Total";"1345,98"
"MU";"3503703";"Ariranha (SP)";"Total";"1546,55"
"MU";"3503802";"Artur Nogueira (SP)";"Total";"1649,80"
"MU";"3503901";"Arujá (SP)";"Total";"1982,83"
"MU";"3503950";"Aspásia (SP)";"Total";"1361,65"
"MU";"3504008";"Assis (SP)";"Total";"1997,74"
"MU";"3504107";"Atibaia (SP)";"Total";"2283,78"
"MU";"3504206";"Auriflama (SP)";"Total";"1494,63"
"MU";"3504305";"Avaí (SP)";"Total";"1349,49"
"MU";"3504404";"Avanhandava (SP)";"Total";"1246,92"
"MU";"3504503";"Avaré (SP)";"Total";"1769,85"
"MU";"3504602";"Bady Bassitt (SP)";"Total";"1808,97"
"MU";"3504701";"Balbinos (SP)";"Total";"1703,84"
"MU";"3504800";"Bálsamo (SP)";"Total";"1568,80"
"MU";"3504909";"Bananal (SP)";"Total";"1340,96"
"MU";"3505005";"Barão de Antonina (SP)";"Total";"1066,93"
"MU";"3505104";"Barbosa (SP)";"Total";"1080,41"
"MU";"3505203";"Bariri (SP)";"Total";"1755,66"
"MU";"3505302";"Barra Bonita (SP)";"Total";"1853,96"
"MU";"3505351";"Barra do Chapéu (SP)";"Total";"888,50"
"MU";"3505401";"Barra do Turvo (SP)";"Total";"1094,16"
"MU";"3505500";"Barretos (SP)";"Total";"1844,44"
"MU";"3505609";"Barrinha (SP)";"Total";"1385,51"
"MU";"3505708";"Barueri (SP)";"Total";"2412,35"
"MU";"3505807";"Bastos (SP)";"Total";"1449,37"
"MU";"3505906";"Batatais (SP)";"Total";"1826,35"
"MU";"3506003";"Bauru (SP)";"Total";"2210,10"
"MU";"3506102";"Bebedouro (SP)";"Total";"1734,11"
"MU";"3506201";"Bento de Abreu (SP)";"Total";"1550,41"
"MU";"3506300";"Bernardino de Campos (SP)";"Total";"1515,11"
"MU";"3506359";"Bertioga (SP)";"Total";"1511,97"
"MU";"3506409";"Bilac (SP)";"Total";"1639,46"
"MU";"3506508";"Birigui (SP)";"Total";"1732,98"
"MU";"3506607";"Biritiba Mirim (SP)";"Total";"1243,58"
"MU";"3506706";"Boa Esperança do Sul (SP)";"Total";"1261,94"
"MU";"3506805";"Bocaina (SP)";"Total";"1595,83"
"MU";"3506904";"Bofete (SP)";"Total";"1480,67"
"MU";"3507001";"Boituva (SP)";"Total";"1819,01"
"MU";"3507100";"Bom Jesus dos Perdões (SP)";"Total";"1604,07"
"MU";"3507159";"Bom Sucesso de Itararé (SP)";"Total";"1141,43"
"MU";"3507209";"Borá (SP)";"Total";"1323,39"
"MU";"3507308";"Boracéia (SP)";"Total";"1269,35"
"MU";"3507407";"Borborema (SP)";"Total";"1614,88"
"MU";"3507456";"Borebi (SP)";"Total";"1282,36"
"MU";"3507506";"Botucatu (SP)";"Total";"1991,29"
"MU";"3507605";"Bragança Paulista (SP)";"Total";"1941,50"
"MU";"3507704";"Braúna (SP)";"Total";"1369,89"
"MU";"3507753";"Brejo Alegre (SP)";"Total";"1329,38"
"MU";"3507803";"Brodowski (SP)";"Total";"1711,42"
"MU";"3507902";"Brotas (SP)";"Total";"1482,87"
"MU";"3508009";"Buri (SP)";"Total";"996,87"
"MU";"3508108";"Buritama (SP)";"Total";"1627,85"
"MU";"3508207";"Buritizal (SP)";"Total";"1763,97"
"MU";"3508306";"Cabrália Paulista (SP)";"Total";"1242,79"
"MU";"3508405";"Cabreúva (SP)";"Total";"1480,46"
"MU";"3508504";"Caçapava (SP)";"Total";"1632,59"
"MU";"3508603";"Cachoeira Paulista (SP)";"Total";"1383,47"
"MU";"3508702";"Caconde (SP)";"Total";"1386,07"
"MU";"3508801";"Cafelândia (SP)";"Total";"1524,12"
"MU";"3508900";"Caiabu (SP)";"Total";"1359,73"
"MU";"3509007";"Caieiras (SP)";"Total";"1668,47"
"MU";"3509106";"Caiuá (SP)";"Total";"1214,27"
"MU";"3509205";"Cajamar (SP)";"Total";"1728,39"
"MU";"3509254";"Cajati (SP)";"Total";"1206,25"
"MU";"3509304";"Cajobi (SP)";"Total";"1564,43"
"MU";"3509403";"Cajuru (SP)";"Total";"1447,00"
"MU";"3509452";"Campina do Monte Alegre (SP)";"Total";"1336,83"
"MU";"3509502";"Campinas (SP)";"Total";"2678,60"
"MU";"3509601";"Campo Limpo Paulista (SP)";"Total";"1564,93"
"MU";"3509700";"Campos do Jordão (SP)";"Total";"1626,97"
"MU";"3509809";"Campos Novos Paulista (SP)";"Total";"1334,45"
"MU";"3509908";"Cananéia (SP)";"Total";"1281,29"
"MU";"3509957";"Canas (SP)";"Total";"1174,28"
"MU";"3510005";"Cândido Mota (SP)";"Total";"1531,52"
"MU";"3510104";"Cândido Rodrigues (SP)";"Total";"1528,06"
"MU";"3510153";"Canitar (SP)";"Total";"1266,24"
"MU";"3510203";"Capão Bonito (SP)";"Total";"1240,46"
"MU";"3510302";"Capela do Alto (SP)";"Total";"1062,65"
"MU";"3510401";"Capivari (SP)";"Total";"1570,15"
"MU";"3510500";"Caraguatatuba (SP)";"Total";"1578,40"
"MU";"3510609";"Carapicuíba (SP)";"Total";"1432,95"
"MU";"3510708";"Cardoso (SP)";"Total";"1515,63"
"MU";"3510807";"Casa Branca (SP)";"Total";"1545,95"
"MU";"3510906";"Cássia dos Coqueiros (SP)";"Total";"1539,70"
"MU";"3511003";"Castilho (SP)";"Total";"1419,26"
"MU";"3511102";"Catanduva (SP)";"Total";"1898,84"
"MU";"3511201";"Catiguá (SP)";"Total";"1398,86"
"MU";"3511300";"Cedral (SP)";"Total";"1810,97"
"MU";"3511409";"Cerqueira César (SP)";"Total";"1459,90"
"MU";"3511508";"Cerquilho (SP)";"Total";"1839,05"
"MU";"3511607";"Cesário Lange (SP)";"Total";"1256,04"
"MU";"3511706";"Charqueada (SP)";"Total";"1454,08"
"MU";"3511904";"Clementina (SP)";"Total";"1390,17"
"MU";"3512001";"Colina (SP)";"Total";"1572,33"
"MU";"3512100";"Colômbia (SP)";"Total";"1282,70"
"MU";"3512209";"Conchal (SP)";"Total";"1349,53"
"MU";"3512308";"Conchas (SP)";"Total";"1601,09"
"MU";"3512407";"Cordeirópolis (SP)";"Total";"1684,38"
"MU";"3512506";"Coroados (SP)";"Total";"1464,68"
"MU";"3512605";"Coronel Macedo (SP)";"Total";"1281,73"
"MU";"3512704";"Corumbataí (SP)";"Total";"1543,11"
"MU";"3512803";"Cosmópolis (SP)";"Total";"1614,71"
"MU";"3512902";"Cosmorama (SP)";"Total";"1404,70"
"MU";"3513009";"Cotia (SP)";"Total";"2275,73"
"MU";"3513108";"Cravinhos (SP)";"Total";"1576,75"
"MU";"3513207";"Cristais Paulista (SP)";"Total";"1581,65"
"MU";"3513306";"Cruzália (SP)";"Total";"1505,41"
"MU";"3513405";"Cruzeiro (SP)";"Total";"1498,46"
"MU";"3513504";"Cubatão (SP)";"Total";"1246,76"
"MU";"3513603";"Cunha (SP)";"Total";"1243,82"
"MU";"3513702";"Descalvado (SP)";"Total";"1726,15"
"MU";"3513801";"Diadema (SP)";"Total";"1522,03"
"MU";"3513850";"Dirce Reis (SP)";"Total";"1358,16"
"MU";"3513900";"Divinolândia (SP)";"Total";"1682,61"
"MU";"3514007";"Dobrada (SP)";"Total";"1361,96"
"MU";"3514106";"Dois Córregos (SP)";"Total";"1357,54"
"MU";"3514205";"Dolcinópolis (SP)";"Total";"1359,18"
"MU";"3514304";"Dourado (SP)";"Total";"1694,59"
"MU";"3514403";"Dracena (SP)";"Total";"1886,73"
"MU";"3514502";"Duartina (SP)";"Total";"1624,70"
"MU";"3514601";"Dumont (SP)";"Total";"1673,48"
"MU";"3514700";"Echaporã (SP)";"Total";"1387,75"
"MU";"3514809";"Eldorado (SP)";"Total";"1096,71"
"MU";"3514908";"Elias Fausto (SP)";"Total";"1295,02"
"MU";"3514924";"Elisiário (SP)";"Total";"1535,69"
"MU";"3514957";"Embaúba (SP)";"Total";"1354,87"
"MU";"3515004";"Embu das Artes (SP)";"Total";"1249,69"
"MU";"3515103";"Embu-Guaçu (SP)";"Total";"1386,48"
"MU";"3515129";"Emilianópolis (SP)";"Total";"1334,16"
"MU";"3515152";"Engenheiro Coelho (SP)";"Total";"1609,27"
"MU";"3515186";"Espírito Santo do Pinhal (SP)";"Total";"1838,17"
"MU";"3515194";"Espírito Santo do Turvo (SP)";"Total";"1193,58"
"MU";"3515202";"Estrela d'Oeste (SP)";"Total";"1667,09"
"MU";"3515301";"Estrela do Norte (SP)";"Total";"1405,87"
"MU";"3515350";"Euclides da Cunha Paulista (SP)";"Total";"1077,55"
"MU";"3515400";"Fartura (SP)";"Total";"1482,13"
"MU";"3515509";"Fernandópolis (SP)";"Total";"1853,80"
"MU";"3515608";"Fernando Prestes (SP)";"Total";"1600,05"
"MU";"3515657";"Fernão (SP)";"Total";"1270,67"
"MU";"3515707";"Ferraz de Vasconcelos (SP)";"Total";"1201,71"
"MU";"3515806";"Flora Rica (SP)";"Total";"1376,01"
"MU";"3515905";"Floreal (SP)";"Total";"1699,56"
"MU";"3516002";"Flórida Paulista (SP)";"Total";"1313,48"
"MU";"3516101";"Florínea (SP)";"Total";"1361,28"
"MU";"3516200";"Franca (SP)";"Total";"1734,79"
"MU";"3516309";"Francisco Morato (SP)";"Total";"1035,25"
"MU";"3516408";"Franco da Rocha (SP)";"Total";"1397,55"
"MU";"3516507";"Gabriel Monteiro (SP)";"Total";"1710,43"
"MU";"3516606";"Gália (SP)";"Total";"1433,66"
"MU";"3516705";"Garça (SP)";"Total";"1612,63"
"MU";"3516804";"Gastão Vidigal (SP)";"Total";"1377,87"
"MU";"3516853";"Gavião Peixoto (SP)";"Total";"1489,75"
"MU";"3516903";"General Salgado (SP)";"Total";"1735,05"
"MU";"3517000";"Getulina (SP)";"Total";"1290,17"
"MU";"3517109";"Glicério (SP)";"Total";"1412,75"
"MU";"3517208";"Guaiçara (SP)";"Total";"1305,59"
"MU";"3517307";"Guaimbê (SP)";"Total";"1235,95"
"MU";"3517406";"Guaíra (SP)";"Total";"1685,85"
"MU";"3517505";"Guapiaçu (SP)";"Total";"1671,55"
"MU";"3517604";"Guapiara (SP)";"Total";"1032,99"
"MU";"3517703";"Guará (SP)";"Total";"1332,26"
"MU";"3517802";"Guaraçaí (SP)";"Total";"1542,83"
"MU";"3517901";"Guaraci (SP)";"Total";"1492,66"
"MU";"3518008";"Guarani d'Oeste (SP)";"Total";"1226,38"
"MU";"3518107";"Guarantã (SP)";"Total";"1310,94"
"MU";"3518206";"Guararapes (SP)";"Total";"1575,63"
"MU";"3518305";"Guararema (SP)";"Total";"1601,96"
"MU";"3518404";"Guaratinguetá (SP)";"Total";"1872,42"
"MU";"3518503";"Guareí (SP)";"Total";"1385,89"
"MU";"3518602";"Guariba (SP)";"Total";"1320,05"
"MU";"3518701";"Guarujá (SP)";"Total";"1416,67"
"MU";"3518800";"Guarulhos (SP)";"Total";"1643,73"
"MU";"3518859";"Guatapará (SP)";"Total";"1428,08"
"MU";"3518909";"Guzolândia (SP)";"Total";"1208,80"
"MU";"3519006";"Herculândia (SP)";"Total";"1172,66"
"MU";"3519055";"Holambra (SP)";"Total";"2545,63"
"MU";"3519071";"Hortolândia (SP)";"Total";"1619,28"
"MU";"3519105";"Iacanga (SP)";"Total";"1415,72"
"MU";"3519204";"Iacri (SP)";"Total";"1368,52"
"MU";"3519253";"Iaras (SP)";"Total";"1284,97"
"MU";"3519303";"Ibaté (SP)";"Total";"1285,02"
"MU";"3519402";"Ibirá (SP)";"Total";"1717,95"
"MU";"3519501";"Ibirarema (SP)";"Total";"1429,78"
"MU";"3519600";"Ibitinga (SP)";"Total";"1437,98"
"MU";"3519709";"Ibiúna (SP)";"Total";"1324,95"
"MU";"3519808";"Icém (SP)";"Total";"1574,21"
"MU";"3519907";"Iepê (SP)";"Total";"1401,72"
"MU";"3520004";"Igaraçu do Tietê (SP)";"Total";"1348,69"
"MU";"3520103";"Igarapava (SP)";"Total";"1501,48"
"MU";"3520202";"Igaratá (SP)";"Total";"1478,86"
"MU";"3520301";"Iguape (SP)";"Total";"1336,34"
"MU";"3520400";"Ilhabela (SP)";"Total";"1970,57"
"MU";"3520426";"Ilha Comprida (SP)";"Total";"1392,20"
"MU";"3520442";"Ilha Solteira (SP)";"Total";"2147,45"
"MU";"3520509";"Indaiatuba (SP)";"Total";"2601,91"
"MU";"3520608";"Indiana (SP)";"Total";"1627,06"
"MU";"3520707";"Indiaporã (SP)";"Total";"1550,80"
"MU";"3520806";"Inúbia Paulista (SP)";"Total";"1419,58"
"MU";"3520905";"Ipaussu (SP)";"Total";"1441,01"
"MU";"3521002";"Iperó (SP)";"Total";"1304,00"
"MU";"3521101";"Ipeúna (SP)";"Total";"1722,53"
"MU";"3521150";"Ipiguá (SP)";"Total";"1353,73"
"MU";"3521200";"Iporanga (SP)";"Total";"1124,95"
"MU";"3521309";"Ipuã (SP)";"Total";"1452,66"
"MU";"3521408";"Iracemápolis (SP)";"Total";"1866,43"
"MU";"3521507";"Irapuã (SP)";"Total";"1334,09"
"MU";"3521606";"Irapuru (SP)";"Total";"1356,24"
"MU";"3521705";"Itaberá (SP)";"Total";"1205,06"
"MU";"3521804";"Itaí (SP)";"Total";"1400,91"
"MU";"3521903";"Itajobi (SP)";"Total";"1572,71"
"MU";"3522000";"Itaju (SP)";"Total";"1371,85"
"MU";"3522109";"Itanhaém (SP)";"Total";"1374,20"
"MU";"3522158";"Itaoca (SP)";"Total";"1008,01"
"MU";"3522208";"Itapecerica da Serra (SP)";"Total";"1248,65"
"MU";"3522307";"Itapetininga (SP)";"Total";"1671,40"
"MU";"3522406";"Itapeva (SP)";"Total";"1443,07"
"MU";"3522505";"Itapevi (SP)";"Total";"1138,47"
"MU";"3522604";"Itapira (SP)";"Total";"1823,28"
"MU";"3522653";"Itapirapuã Paulista (SP)";"Total";"1084,01"
"MU";"3522703";"Itápolis (SP)";"Total";"1675,41"
"MU";"3522802";"Itaporanga (SP)";"Total";"1283,91"
"MU";"3522901";"Itapuí (SP)";"Total";"1421,09"
"MU";"3523008";"Itapura (SP)";"Total";"1299,95"
"MU";"3523107";"Itaquaquecetuba (SP)";"Total";"1101,16"
"MU";"3523206";"Itararé (SP)";"Total";"1297,43"
"MU";"3523305";"Itariri (SP)";"Total";"1027,49"
"MU";"3523404";"Itatiba (SP)";"Total";"2282,10"
"MU";"3523503";"Itatinga (SP)";"Total";"1388,79"
"MU";"3523602";"Itirapina (SP)";"Total";"1659,02"
"MU";"3523701";"Itirapuã (SP)";"Total";"1202,12"
"MU";"3523800";"Itobi (SP)";"Total";"1439,31"
"MU";"3523909";"Itu (SP)";"Total";"1874,09"
"MU";"3524006";"Itupeva (SP)";"Total";"2035,47"
"MU";"3524105";"Ituverava (SP)";"Total";"1788,40"
"MU";"3524204";"Jaborandi (SP)";"Total";"1584,97"
"MU";"3524303";"Jaboticabal (SP)";"Total";"1948,36"
"MU";"3524402";"Jacareí (SP)";"Total";"1799,50"
"MU";"3524501";"Jaci (SP)";"Total";"1443,85"
"MU";"3524600";"Jacupiranga (SP)";"Total";"1256,95"
"MU";"3524709";"Jaguariúna (SP)";"Total";"2045,01"
