"Tabela 10295 - Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), valor do rendimento domiciliar mensal per capita, médio e mediano, por sexo, cor ou raça e grupos de idade"
"Variável - Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) (Reais)"
"Nível";"Cód.";"Município";"Grupo de idade";"Ano x Sexo x Cor ou raça"
"Nível";"Cód.";"Município";"Grupo de idade";"2022"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"MU";"4319125";"São Martinho da Serra (RS)";"Total";"1776,57"
"MU";"4319158";"São Miguel das Missões (RS)";"Total";"1484,86"
"MU";"4319208";"São Nicolau (RS)";"Total";"1350,34"
"MU";"4319307";"São Paulo das Missões (RS)";"Total";"1792,43"
"MU";"4319356";"São Pedro da Serra (RS)";"Total";"1942,46"
"MU";"4319364";"São Pedro das Missões (RS)";"Total";"1178,39"
"MU";"4319372";"São Pedro do Butiá (RS)";"Total";"2153,13"
"MU";"4319406";"São Pedro do Sul (RS)";"Total";"1606,44"
"MU";"4319505";"São Sebastião do Caí (RS)";"Total";"1718,35"
"MU";"4319604";"São Sepé (RS)";"Total";"1613,74"
"MU";"4319703";"São Valentim (RS)";"Total";"1963,67"
"MU";"4319711";"São Valentim do Sul (RS)";"Total";"1652,84"
"MU";"4319737";"São Valério do Sul (RS)";"Total";"1050,48"
"MU";"4319752";"São Vendelino (RS)";"Total";"2313,19"
"MU";"4319802";"São Vicente do Sul (RS)";"Total";"1507,10"
"MU";"4319901";"Sapiranga (RS)";"Total";"1641,28"
"MU";"4320008";"Sapucaia do Sul (RS)";"Total";"1571,59"
"MU";"4320107";"Sarandi (RS)";"Total";"1850,64"
"MU";"4320206";"Seberi (RS)";"Total";"1567,87"
"MU";"4320230";"Sede Nova (RS)";"Total";"1991,34"
"MU";"4320263";"Segredo (RS)";"Total";"1663,32"
"MU";"4320305";"Selbach (RS)";"Total";"2458,17"
"MU";"4320321";"Senador Salgado Filho (RS)";"Total";"1464,59"
"MU";"4320354";"Sentinela do Sul (RS)";"Total";"1250,16"
"MU";"4320404";"Serafina Corrêa (RS)";"Total";"2126,45"
"MU";"4320453";"Sério (RS)";"Total";"1799,08"
"MU";"4320503";"Sertão (RS)";"Total";"1226,99"
"MU";"4320552";"Sertão Santana (RS)";"Total";"1517,50"
"MU";"4320578";"Sete de Setembro (RS)";"Total";"1435,27"
"MU";"4320602";"Severiano de Almeida (RS)";"Total";"2745,42"
"MU";"4320651";"Silveira Martins (RS)";"Total";"2041,91"
"MU";"4320677";"Sinimbu (RS)";"Total";"1313,34"
"MU";"4320701";"Sobradinho (RS)";"Total";"1838,82"
"MU";"4320800";"Soledade (RS)";"Total";"1773,11"
"MU";"4320859";"Tabaí (RS)";"Total";"1576,83"
"MU";"4320909";"Tapejara (RS)";"Total";"1867,41"
"MU";"4321006";"Tapera (RS)";"Total";"2018,36"
"MU";"4321105";"Tapes (RS)";"Total";"1449,76"
"MU";"4321204";"Taquara (RS)";"Total";"1711,54"
"MU";"4321303";"Taquari (RS)";"Total";"1630,78"
"MU";"4321329";"Taquaruçu do Sul (RS)";"Total";"2332,95"
"MU";"4321352";"Tavares (RS)";"Total";"1361,72"
"MU";"4321402";"Tenente Portela (RS)";"Total";"1735,10"
"MU";"4321436";"Terra de Areia (RS)";"Total";"1502,13"
"MU";"4321451";"Teutônia (RS)";"Total";"1891,48"
"MU";"4321469";"Tio Hugo (RS)";"Total";"1671,90"
"MU";"4321477";"Tiradentes do Sul (RS)";"Total";"2310,17"
"MU";"4321493";"Toropi (RS)";"Total";"1452,65"
"MU";"4321501";"Torres (RS)";"Total";"2080,13"
"MU";"4321600";"Tramandaí (RS)";"Total";"1871,57"
"MU";"4321626";"Travesseiro (RS)";"Total";"1637,11"
"MU";"4321634";"Três Arroios (RS)";"Total";"2492,19"
"MU";"4321667";"Três Cachoeiras (RS)";"Total";"1632,48"
"MU";"4321709";"Três Coroas (RS)";"Total";"1619,03"
"MU";"4321808";"Três de Maio (RS)";"Total";"2038,20"
"MU";"4321832";"Três Forquilhas (RS)";"Total";"1413,66"
"MU";"4321857";"Três Palmeiras (RS)";"Total";"1177,01"
"MU";"4321907";"Três Passos (RS)";"Total";"1970,49"
"MU";"4321956";"Trindade do Sul (RS)";"Total";"2079,23"
"MU";"4322004";"Triunfo (RS)";"Total";"1481,51"
"MU";"4322103";"Tucunduva (RS)";"Total";"1823,72"
"MU";"4322152";"Tunas (RS)";"Total";"1340,45"
"MU";"4322186";"Tupanci do Sul (RS)";"Total";"1414,83"
"MU";"4322202";"Tupanciretã (RS)";"Total";"1606,74"
"MU";"4322251";"Tupandi (RS)";"Total";"1897,87"
"MU";"4322301";"Tuparendi (RS)";"Total";"2155,38"
"MU";"4322327";"Turuçu (RS)";"Total";"1599,23"
"MU";"4322343";"Ubiretama (RS)";"Total";"1986,68"
"MU";"4322350";"União da Serra (RS)";"Total";"2893,51"
"MU";"4322376";"Unistalda (RS)";"Total";"1306,67"
"MU";"4322400";"Uruguaiana (RS)";"Total";"1566,17"
"MU";"4322509";"Vacaria (RS)";"Total";"1790,15"
"MU";"4322525";"Vale Verde (RS)";"Total";"1263,82"
"MU";"4322533";"Vale do Sol (RS)";"Total";"1538,70"
"MU";"4322541";"Vale Real (RS)";"Total";"1927,06"
"MU";"4322558";"Vanini (RS)";"Total";"1773,91"
"MU";"4322608";"Venâncio Aires (RS)";"Total";"1739,54"
"MU";"4322707";"Vera Cruz (RS)";"Total";"1596,06"
"MU";"4322806";"Veranópolis (RS)";"Total";"2257,23"
"MU";"4322855";"Vespasiano Corrêa (RS)";"Total";"3279,07"
"MU";"4322905";"Viadutos (RS)";"Total";"1777,55"
"MU";"4323002";"Viamão (RS)";"Total";"1489,82"
"MU";"4323101";"Vicente Dutra (RS)";"Total";"1497,70"
"MU";"4323200";"Victor Graeff (RS)";"Total";"2384,33"
"MU";"4323309";"Vila Flores (RS)";"Total";"1903,28"
"MU";"4323358";"Vila Lângaro (RS)";"Total";"1454,41"
"MU";"4323408";"Vila Maria (RS)";"Total";"2679,60"
"MU";"4323457";"Vila Nova do Sul (RS)";"Total";"1344,10"
"MU";"4323507";"Vista Alegre (RS)";"Total";"2168,24"
"MU";"4323606";"Vista Alegre do Prata (RS)";"Total";"2249,69"
"MU";"4323705";"Vista Gaúcha (RS)";"Total";"2018,17"
"MU";"4323754";"Vitória das Missões (RS)";"Total";"1414,14"
"MU";"4323770";"Westfália (RS)";"Total";"2321,97"
"MU";"4323804";"Xangri-lá (RS)";"Total";"2134,14"
"MU";"5000203";"Água Clara (MS)";"Total";"1627,25"
"MU";"5000252";"Alcinópolis (MS)";"Total";"1395,32"
"MU";"5000609";"Amambai (MS)";"Total";"1281,38"
"MU";"5000708";"Anastácio (MS)";"Total";"1196,18"
"MU";"5000807";"Anaurilândia (MS)";"Total";"1265,50"
"MU";"5000856";"Angélica (MS)";"Total";"1272,49"
"MU";"5000906";"Antônio João (MS)";"Total";"980,80"
"MU";"5001003";"Aparecida do Taboado (MS)";"Total";"1465,45"
"MU";"5001102";"Aquidauana (MS)";"Total";"1307,08"
"MU";"5001243";"Aral Moreira (MS)";"Total";"1083,72"
"MU";"5001508";"Bandeirantes (MS)";"Total";"1797,07"
"MU";"5001904";"Bataguassu (MS)";"Total";"1453,70"
"MU";"5002001";"Batayporã (MS)";"Total";"1366,25"
"MU";"5002100";"Bela Vista (MS)";"Total";"1166,61"
"MU";"5002159";"Bodoquena (MS)";"Total";"1334,74"
"MU";"5002209";"Bonito (MS)";"Total";"1796,79"
"MU";"5002308";"Brasilândia (MS)";"Total";"1328,35"
"MU";"5002407";"Caarapó (MS)";"Total";"1227,87"
"MU";"5002605";"Camapuã (MS)";"Total";"1710,09"
"MU";"5002704";"Campo Grande (MS)";"Total";"2088,31"
"MU";"5002803";"Caracol (MS)";"Total";"1175,54"
"MU";"5002902";"Cassilândia (MS)";"Total";"1522,15"
"MU";"5002951";"Chapadão do Sul (MS)";"Total";"2090,92"
"MU";"5003108";"Corguinho (MS)";"Total";"1190,38"
"MU";"5003157";"Coronel Sapucaia (MS)";"Total";"699,98"
"MU";"5003207";"Corumbá (MS)";"Total";"1432,56"
"MU";"5003256";"Costa Rica (MS)";"Total";"1508,09"
"MU";"5003306";"Coxim (MS)";"Total";"1501,32"
"MU";"5003454";"Deodápolis (MS)";"Total";"1317,66"
"MU";"5003488";"Dois Irmãos do Buriti (MS)";"Total";"1232,92"
"MU";"5003504";"Douradina (MS)";"Total";"1196,02"
"MU";"5003702";"Dourados (MS)";"Total";"2015,16"
"MU";"5003751";"Eldorado (MS)";"Total";"1275,12"
"MU";"5003801";"Fátima do Sul (MS)";"Total";"1514,57"
"MU";"5003900";"Figueirão (MS)";"Total";"1711,92"
"MU";"5004007";"Glória de Dourados (MS)";"Total";"1559,86"
"MU";"5004106";"Guia Lopes da Laguna (MS)";"Total";"1147,34"
"MU";"5004304";"Iguatemi (MS)";"Total";"1475,20"
"MU";"5004403";"Inocência (MS)";"Total";"1686,73"
"MU";"5004502";"Itaporã (MS)";"Total";"1257,96"
"MU";"5004601";"Itaquiraí (MS)";"Total";"1255,34"
"MU";"5004700";"Ivinhema (MS)";"Total";"1420,01"
"MU";"5004809";"Japorã (MS)";"Total";"757,40"
"MU";"5004908";"Jaraguari (MS)";"Total";"1392,46"
"MU";"5005004";"Jardim (MS)";"Total";"1572,74"
"MU";"5005103";"Jateí (MS)";"Total";"1424,47"
"MU";"5005152";"Juti (MS)";"Total";"1202,34"
"MU";"5005202";"Ladário (MS)";"Total";"1172,23"
"MU";"5005251";"Laguna Carapã (MS)";"Total";"1295,64"
"MU";"5005400";"Maracaju (MS)";"Total";"1785,78"
"MU";"5005608";"Miranda (MS)";"Total";"924,13"
"MU";"5005681";"Mundo Novo (MS)";"Total";"1531,14"
"MU";"5005707";"Naviraí (MS)";"Total";"1743,97"
"MU";"5005806";"Nioaque (MS)";"Total";"1269,36"
"MU";"5006002";"Nova Alvorada do Sul (MS)";"Total";"1245,03"
"MU";"5006200";"Nova Andradina (MS)";"Total";"1656,18"
"MU";"5006259";"Novo Horizonte do Sul (MS)";"Total";"1347,22"
"MU";"5006275";"Paraíso das Águas (MS)";"Total";"1692,38"
"MU";"5006309";"Paranaíba (MS)";"Total";"1719,67"
"MU";"5006358";"Paranhos (MS)";"Total";"763,99"
"MU";"5006408";"Pedro Gomes (MS)";"Total";"1271,33"
"MU";"5006606";"Ponta Porã (MS)";"Total";"1484,68"
"MU";"5006903";"Porto Murtinho (MS)";"Total";"1166,44"
"MU";"5007109";"Ribas do Rio Pardo (MS)";"Total";"1580,75"
"MU";"5007208";"Rio Brilhante (MS)";"Total";"1528,88"
"MU";"5007307";"Rio Negro (MS)";"Total";"1501,79"
"MU";"5007406";"Rio Verde de Mato Grosso (MS)";"Total";"1598,28"
"MU";"5007505";"Rochedo (MS)";"Total";"1211,98"
"MU";"5007554";"Santa Rita do Pardo (MS)";"Total";"1223,61"
"MU";"5007695";"São Gabriel do Oeste (MS)";"Total";"2084,65"
"MU";"5007703";"Sete Quedas (MS)";"Total";"1282,59"
"MU";"5007802";"Selvíria (MS)";"Total";"1247,44"
"MU";"5007901";"Sidrolândia (MS)";"Total";"1236,58"
"MU";"5007935";"Sonora (MS)";"Total";"1487,62"
"MU";"5007950";"Tacuru (MS)";"Total";"727,90"
"MU";"5007976";"Taquarussu (MS)";"Total";"1326,37"
"MU";"5008008";"Terenos (MS)";"Total";"1302,89"
"MU";"5008305";"Três Lagoas (MS)";"Total";"1674,66"
"MU";"5008404";"Vicentina (MS)";"Total";"1429,37"
"MU";"5100102";"Acorizal (MT)";"Total";"1231,13"
"MU";"5100201";"Água Boa (MT)";"Total";"2215,90"
"MU";"5100250";"Alta Floresta (MT)";"Total";"1840,57"
"MU";"5100300";"Alto Araguaia (MT)";"Total";"1828,79"
"MU";"5100359";"Alto Boa Vista (MT)";"Total";"1237,65"
"MU";"5100409";"Alto Garças (MT)";"Total";"1517,96"
"MU";"5100508";"Alto Paraguai (MT)";"Total";"1030,35"
"MU";"5100607";"Alto Taquari (MT)";"Total";"1946,75"
"MU";"5100805";"Apiacás (MT)";"Total";"1635,19"
"MU";"5101001";"Araguaiana (MT)";"Total";"1425,49"
"MU";"5101209";"Araguainha (MT)";"Total";"1663,95"
"MU";"5101258";"Araputanga (MT)";"Total";"1379,75"
"MU";"5101308";"Arenápolis (MT)";"Total";"1649,73"
"MU";"5101407";"Aripuanã (MT)";"Total";"1863,42"
"MU";"5101605";"Barão de Melgaço (MT)";"Total";"985,39"
"MU";"5101704";"Barra do Bugres (MT)";"Total";"1466,38"
"MU";"5101803";"Barra do Garças (MT)";"Total";"1778,99"
"MU";"5101852";"Bom Jesus do Araguaia (MT)";"Total";"1533,79"
"MU";"5101902";"Brasnorte (MT)";"Total";"1603,19"
"MU";"5102504";"Cáceres (MT)";"Total";"1459,05"
"MU";"5102603";"Campinápolis (MT)";"Total";"861,15"
"MU";"5102637";"Campo Novo do Parecis (MT)";"Total";"1827,46"
"MU";"5102678";"Campo Verde (MT)";"Total";"1712,11"
"MU";"5102686";"Campos de Júlio (MT)";"Total";"1850,44"
"MU";"5102694";"Canabrava do Norte (MT)";"Total";"1615,55"
"MU";"5102702";"Canarana (MT)";"Total";"2136,38"
"MU";"5102793";"Carlinda (MT)";"Total";"1460,34"
"MU";"5102850";"Castanheira (MT)";"Total";"1335,04"
"MU";"5103007";"Chapada dos Guimarães (MT)";"Total";"1863,33"
"MU";"5103056";"Cláudia (MT)";"Total";"1473,42"
"MU";"5103106";"Cocalinho (MT)";"Total";"1466,11"
"MU";"5103205";"Colíder (MT)";"Total";"1796,83"
"MU";"5103254";"Colniza (MT)";"Total";"1262,59"
"MU";"5103304";"Comodoro (MT)";"Total";"1444,11"
"MU";"5103353";"Confresa (MT)";"Total";"1500,84"
"MU";"5103361";"Conquista D'Oeste (MT)";"Total";"1523,36"
"MU";"5103379";"Cotriguaçu (MT)";"Total";"1520,40"
"MU";"5103403";"Cuiabá (MT)";"Total";"2428,24"
"MU";"5103437";"Curvelândia (MT)";"Total";"1300,68"
"MU";"5103452";"Denise (MT)";"Total";"1436,49"
"MU";"5103502";"Diamantino (MT)";"Total";"1634,49"
"MU";"5103601";"Dom Aquino (MT)";"Total";"1456,31"
"MU";"5103700";"Feliz Natal (MT)";"Total";"1520,23"
"MU";"5103809";"Figueirópolis D'Oeste (MT)";"Total";"1457,44"
"MU";"5103858";"Gaúcha do Norte (MT)";"Total";"1347,27"
"MU";"5103908";"General Carneiro (MT)";"Total";"1051,79"
"MU";"5103957";"Glória D'Oeste (MT)";"Total";"1190,16"
"MU";"5104104";"Guarantã do Norte (MT)";"Total";"1740,16"
"MU";"5104203";"Guiratinga (MT)";"Total";"1502,94"
"MU";"5104500";"Indiavaí (MT)";"Total";"1281,65"
"MU";"5104526";"Ipiranga do Norte (MT)";"Total";"1872,14"
"MU";"5104542";"Itanhangá (MT)";"Total";"1587,37"
"MU";"5104559";"Itaúba (MT)";"Total";"1489,28"
"MU";"5104609";"Itiquira (MT)";"Total";"1638,65"
"MU";"5104807";"Jaciara (MT)";"Total";"1638,82"
"MU";"5104906";"Jangada (MT)";"Total";"1095,63"
"MU";"5105002";"Jauru (MT)";"Total";"1721,24"
"MU";"5105101";"Juara (MT)";"Total";"1605,60"
"MU";"5105150";"Juína (MT)";"Total";"1597,67"
"MU";"5105176";"Juruena (MT)";"Total";"1627,82"
"MU";"5105200";"Juscimeira (MT)";"Total";"1222,76"
"MU";"5105234";"Lambari D'Oeste (MT)";"Total";"1165,12"
"MU";"5105259";"Lucas do Rio Verde (MT)";"Total";"2202,82"
"MU";"5105309";"Luciara (MT)";"Total";"1051,57"
"MU";"5105507";"Vila Bela da Santíssima Trindade (MT)";"Total";"1260,10"
"MU";"5105580";"Marcelândia (MT)";"Total";"1570,67"
"MU";"5105606";"Matupá (MT)";"Total";"1880,90"
"MU";"5105622";"Mirassol d'Oeste (MT)";"Total";"1480,30"
"MU";"5105903";"Nobres (MT)";"Total";"1484,25"
"MU";"5106000";"Nortelândia (MT)";"Total";"1454,13"
"MU";"5106109";"Nossa Senhora do Livramento (MT)";"Total";"1107,38"
"MU";"5106158";"Nova Bandeirantes (MT)";"Total";"1419,80"
"MU";"5106174";"Nova Nazaré (MT)";"Total";"1290,57"
"MU";"5106182";"Nova Lacerda (MT)";"Total";"1411,77"
"MU";"5106190";"Nova Santa Helena (MT)";"Total";"1673,59"
"MU";"5106208";"Nova Brasilândia (MT)";"Total";"1187,78"
"MU";"5106216";"Nova Canaã do Norte (MT)";"Total";"1532,50"
"MU";"5106224";"Nova Mutum (MT)";"Total";"2222,75"
"MU";"5106232";"Nova Olímpia (MT)";"Total";"1378,26"
"MU";"5106240";"Nova Ubiratã (MT)";"Total";"1588,72"
"MU";"5106257";"Nova Xavantina (MT)";"Total";"1674,32"
"MU";"5106265";"Novo Mundo (MT)";"Total";"1395,50"
"MU";"5106273";"Novo Horizonte do Norte (MT)";"Total";"1535,86"
"MU";"5106281";"Novo São Joaquim (MT)";"Total";"1521,54"
"MU";"5106299";"Paranaíta (MT)";"Total";"1616,67"
"MU";"5106307";"Paranatinga (MT)";"Total";"1493,00"
"MU";"5106315";"Novo Santo Antônio (MT)";"Total";"1343,52"
"MU";"5106372";"Pedra Preta (MT)";"Total";"1510,72"
"MU";"5106422";"Peixoto de Azevedo (MT)";"Total";"1089,88"
"MU";"5106455";"Planalto da Serra (MT)";"Total";"1477,03"
"MU";"5106505";"Poconé (MT)";"Total";"1066,69"
"MU";"5106653";"Pontal do Araguaia (MT)";"Total";"1748,56"
"MU";"5106703";"Ponte Branca (MT)";"Total";"1511,48"
"MU";"5106752";"Pontes e Lacerda (MT)";"Total";"1576,59"
"MU";"5106778";"Porto Alegre do Norte (MT)";"Total";"1438,58"
"MU";"5106802";"Porto dos Gaúchos (MT)";"Total";"1773,87"
"MU";"5106828";"Porto Esperidião (MT)";"Total";"1172,74"
"MU";"5106851";"Porto Estrela (MT)";"Total";"1006,14"
"MU";"5107008";"Poxoréu (MT)";"Total";"1126,25"
"MU";"5107040";"Primavera do Leste (MT)";"Total";"2064,23"
"MU";"5107065";"Querência (MT)";"Total";"1861,74"
"MU";"5107107";"São José dos Quatro Marcos (MT)";"Total";"1355,35"
"MU";"5107156";"Reserva do Cabaçal (MT)";"Total";"1328,48"
"MU";"5107180";"Ribeirão Cascalheira (MT)";"Total";"1455,45"
"MU";"5107198";"Ribeirãozinho (MT)";"Total";"1593,37"
"MU";"5107206";"Rio Branco (MT)";"Total";"1472,23"
"MU";"5107248";"Santa Carmem (MT)";"Total";"1739,40"
"MU";"5107263";"Santo Afonso (MT)";"Total";"1498,51"
"MU";"5107297";"São José do Povo (MT)";"Total";"1417,51"
"MU";"5107305";"São José do Rio Claro (MT)";"Total";"1335,67"
"MU";"5107354";"São José do Xingu (MT)";"Total";"1336,91"
"MU";"5107404";"São Pedro da Cipa (MT)";"Total";"1339,52"
"MU";"5107578";"Rondolândia (MT)";"Total";"920,06"
"MU";"5107602";"Rondonópolis (MT)";"Total";"1960,35"
"MU";"5107701";"Rosário Oeste (MT)";"Total";"1249,99"
"MU";"5107743";"Santa Cruz do Xingu (MT)";"Total";"2108,12"
"MU";"5107750";"Salto do Céu (MT)";"Total";"1383,61"
"MU";"5107768";"Santa Rita do Trivelato (MT)";"Total";"1598,18"
"MU";"5107776";"Santa Terezinha (MT)";"Total";"1002,97"
"MU";"5107792";"Santo Antônio do Leste (MT)";"Total";"1168,53"
"MU";"5107800";"Santo Antônio de Leverger (MT)";"Total";"1214,99"
"MU";"5107859";"São Félix do Araguaia (MT)";"Total";"1502,25"
"MU";"5107875";"Sapezal (MT)";"Total";"1957,35"
"MU";"5107883";"Serra Nova Dourada (MT)";"Total";"1552,08"
"MU";"5107909";"Sinop (MT)";"Total";"2146,78"
"MU";"5107925";"Sorriso (MT)";"Total";"2175,07"
"MU";"5107941";"Tabaporã (MT)";"Total";"1631,67"
"MU";"5107958";"Tangará da Serra (MT)";"Total";"1846,11"
"MU";"5108006";"Tapurah (MT)";"Total";"1743,62"
"MU";"5108055";"Terra Nova do Norte (MT)";"Total";"1545,61"
"MU";"5108105";"Tesouro (MT)";"Total";"1370,11"
"MU";"5108204";"Torixoréu (MT)";"Total";"1390,27"
"MU";"5108303";"União do Sul (MT)";"Total";"1589,30"
"MU";"5108352";"Vale de São Domingos (MT)";"Total";"1348,22"
"MU";"5108402";"Várzea Grande (MT)";"Total";"1453,88"
"MU";"5108501";"Vera (MT)";"Total";"1618,26"
"MU";"5108600";"Vila Rica (MT)";"Total";"1632,85"
"MU";"5108808";"Nova Guarita (MT)";"Total";"1130,89"
"MU";"5108857";"Nova Marilândia (MT)";"Total";"1504,51"
"MU";"5108907";"Nova Maringá (MT)";"Total";"1721,46"
"MU";"5108956";"Nova Monte Verde (MT)";"Total";"1604,84"
"MU";"5200050";"Abadia de Goiás (GO)";"Total";"1180,20"
"MU";"5200100";"Abadiânia (GO)";"Total";"1120,29"
"MU";"5200134";"Acreúna (GO)";"Total";"1489,52"
"MU";"5200159";"Adelândia (GO)";"Total";"1490,18"
"MU";"5200175";"Água Fria de Goiás (GO)";"Total";"1067,37"
"MU";"5200209";"Água Limpa (GO)";"Total";"1517,07"
"MU";"5200258";"Águas Lindas de Goiás (GO)";"Total";"1027,34"
"MU";"5200308";"Alexânia (GO)";"Total";"1299,21"
"MU";"5200506";"Aloândia (GO)";"Total";"1654,76"
"MU";"5200555";"Alto Horizonte (GO)";"Total";"1527,35"
"MU";"5200605";"Alto Paraíso de Goiás (GO)";"Total";"1767,85"
"MU";"5200803";"Alvorada do Norte (GO)";"Total";"1143,51"
"MU";"5200829";"Amaralina (GO)";"Total";"1184,95"
"MU";"5200852";"Americano do Brasil (GO)";"Total";"914,55"
"MU";"5200902";"Amorinópolis (GO)";"Total";"1484,20"
"MU";"5201108";"Anápolis (GO)";"Total";"1723,02"
"MU";"5201207";"Anhanguera (GO)";"Total";"1518,80"
"MU";"5201306";"Anicuns (GO)";"Total";"1473,21"
"MU";"5201405";"Aparecida de Goiânia (GO)";"Total";"1417,33"
"MU";"5201454";"Aparecida do Rio Doce (GO)";"Total";"1436,79"
"MU";"5201504";"Aporé (GO)";"Total";"1507,57"
"MU";"5201603";"Araçu (GO)";"Total";"1368,99"
"MU";"5201702";"Aragarças (GO)";"Total";"1333,37"
"MU";"5201801";"Aragoiânia (GO)";"Total";"1165,08"
"MU";"5202155";"Araguapaz (GO)";"Total";"1306,11"
"MU";"5202353";"Arenópolis (GO)";"Total";"1335,20"
"MU";"5202502";"Aruanã (GO)";"Total";"1469,30"
"MU";"5202601";"Aurilândia (GO)";"Total";"1491,47"
"MU";"5202809";"Avelinópolis (GO)";"Total";"1395,39"
"MU";"5203104";"Baliza (GO)";"Total";"1183,70"
"MU";"5203203";"Barro Alto (GO)";"Total";"1311,55"
"MU";"5203302";"Bela Vista de Goiás (GO)";"Total";"1637,71"
"MU";"5203401";"Bom Jardim de Goiás (GO)";"Total";"1367,26"
"MU";"5203500";"Bom Jesus de Goiás (GO)";"Total";"1447,48"
"MU";"5203559";"Bonfinópolis (GO)";"Total";"1337,45"
"MU";"5203575";"Bonópolis (GO)";"Total";"1200,67"
"MU";"5203609";"Brazabrantes (GO)";"Total";"1266,06"
"MU";"5203807";"Britânia (GO)";"Total";"1469,56"
"MU";"5203906";"Buriti Alegre (GO)";"Total";"1463,96"
"MU";"5203939";"Buriti de Goiás (GO)";"Total";"1419,51"
"MU";"5203962";"Buritinópolis (GO)";"Total";"883,67"
"MU";"5204003";"Cabeceiras (GO)";"Total";"1170,16"
"MU";"5204102";"Cachoeira Alta (GO)";"Total";"1562,18"
"MU";"5204201";"Cachoeira de Goiás (GO)";"Total";"1196,62"
"MU";"5204250";"Cachoeira Dourada (GO)";"Total";"1531,74"
"MU";"5204300";"Caçu (GO)";"Total";"1796,75"
"MU";"5204409";"Caiapônia (GO)";"Total";"1652,40"
"MU";"5204508";"Caldas Novas (GO)";"Total";"1596,14"
"MU";"5204557";"Caldazinha (GO)";"Total";"1384,25"
"MU";"5204607";"Campestre de Goiás (GO)";"Total";"1348,84"
"MU";"5204656";"Campinaçu (GO)";"Total";"1225,94"
"MU";"5204706";"Campinorte (GO)";"Total";"1364,05"
"MU";"5204805";"Campo Alegre de Goiás (GO)";"Total";"1503,15"
"MU";"5204854";"Campo Limpo de Goiás (GO)";"Total";"1141,62"
"MU";"5204904";"Campos Belos (GO)";"Total";"1105,23"
"MU";"5204953";"Campos Verdes (GO)";"Total";"1092,31"
"MU";"5205000";"Carmo do Rio Verde (GO)";"Total";"1138,24"
"MU";"5205059";"Castelândia (GO)";"Total";"1362,98"
"MU";"5205109";"Catalão (GO)";"Total";"1978,99"
"MU";"5205208";"Caturaí (GO)";"Total";"1173,84"
"MU";"5205307";"Cavalcante (GO)";"Total";"992,49"
"MU";"5205406";"Ceres (GO)";"Total";"1905,87"
"MU";"5205455";"Cezarina (GO)";"Total";"1470,53"
"MU";"5205471";"Chapadão do Céu (GO)";"Total";"2014,50"
"MU";"5205497";"Cidade Ocidental (GO)";"Total";"1257,39"
"MU";"5205513";"Cocalzinho de Goiás (GO)";"Total";"1124,98"
"MU";"5205521";"Colinas do Sul (GO)";"Total";"1094,18"
"MU";"5205703";"Córrego do Ouro (GO)";"Total";"1696,12"
"MU";"5205802";"Corumbá de Goiás (GO)";"Total";"1266,95"
"MU";"5205901";"Corumbaíba (GO)";"Total";"1501,21"
"MU";"5206206";"Cristalina (GO)";"Total";"1347,24"
"MU";"5206305";"Cristianópolis (GO)";"Total";"1545,25"
"MU";"5206404";"Crixás (GO)";"Total";"1438,23"
"MU";"5206503";"Cromínia (GO)";"Total";"1625,46"
"MU";"5206602";"Cumari (GO)";"Total";"1392,56"
"MU";"5206701";"Damianópolis (GO)";"Total";"914,23"
"MU";"5206800";"Damolândia (GO)";"Total";"1029,48"
"MU";"5206909";"Davinópolis (GO)";"Total";"1201,26"
"MU";"5207105";"Diorama (GO)";"Total";"1362,30"
"MU";"5207253";"Doverlândia (GO)";"Total";"1501,93"
"MU";"5207352";"Edealina (GO)";"Total";"1467,35"
"MU";"5207402";"Edéia (GO)";"Total";"1592,09"
"MU";"5207501";"Estrela do Norte (GO)";"Total";"1317,60"
"MU";"5207535";"Faina (GO)";"Total";"1212,29"
"MU";"5207600";"Fazenda Nova (GO)";"Total";"1503,77"
"MU";"5207808";"Firminópolis (GO)";"Total";"1777,07"
"MU";"5207907";"Flores de Goiás (GO)";"Total";"911,08"
"MU";"5208004";"Formosa (GO)";"Total";"1553,54"
"MU";"5208103";"Formoso (GO)";"Total";"1442,82"
"MU";"5208152";"Gameleira de Goiás (GO)";"Total";"1420,81"
"MU";"5208301";"Divinópolis de Goiás (GO)";"Total";"988,81"
"MU";"5208400";"Goianápolis (GO)";"Total";"1280,32"
"MU";"5208509";"Goiandira (GO)";"Total";"1519,40"
"MU";"5208608";"Goianésia (GO)";"Total";"1539,47"
"MU";"5208707";"Goiânia (GO)";"Total";"2668,80"
"MU";"5208806";"Goianira (GO)";"Total";"1135,58"
"MU";"5208905";"Goiás (GO)";"Total";"1718,77"
"MU";"5209101";"Goiatuba (GO)";"Total";"1689,55"
"MU";"5209150";"Gouvelândia (GO)";"Total";"1288,30"
"MU";"5209200";"Guapó (GO)";"Total";"1227,07"
